user_id,title,genre,watch_count,watch_hours,last_watched,rating,liked,device,age_group,viewing_history
U25,Inception,Sci-Fi,18,44.4,2025-05-10 10:31:25,1.0,True,tablet,36-45,"[{""timestamp"": ""2025-05-03 10:31"", ""duration_min"": 50}, {""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 25}]"
U26,The Silence of the Lambs,Thriller,14,27.5,2025-04-11 10:31:25,2.0,False,gaming-console,18-25,"[{""timestamp"": ""2025-03-19 10:31"", ""duration_min"": 69}, {""timestamp"": ""2025-03-04 10:31"", ""duration_min"": 77}, {""timestamp"": ""2025-02-24 10:31"", ""duration_min"": 76}, {""timestamp"": ""2025-03-05 10:31"", ""duration_min"": 59}, {""timestamp"": ""2025-03-24 10:31"", ""duration_min"": 57}]"
U27,Inception,Sci-Fi,18,44.4,2025-06-12 10:31:25,2.0,False,gaming-console,56+,"[{""timestamp"": ""2025-05-05 10:31"", ""duration_min"": 62}, {""timestamp"": ""2025-05-19 10:31"", ""duration_min"": 116}, {""timestamp"": ""2025-05-06 10:31"", ""duration_min"": 137}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 59}]"
U28,Mad Max: Fury Road,Action,7,14.0,2025-05-23 10:31:25,3.0,False,tablet,26-35,"[{""timestamp"": ""2025-05-12 10:31"", ""duration_min"": 36}]"
U29,The Dark Knight,Action,20,50.7,2025-06-17 10:31:25,,True,gaming-console,56+,"[{""timestamp"": ""2025-05-24 10:31"", ""duration_min"": 128}]"
U30,The Godfather,Crime,15,43.8,2025-04-11 10:31:25,4.0,True,mobile,36-45,"[{""timestamp"": ""2025-02-19 10:31"", ""duration_min"": 68}]"
U31,The Matrix,Sci-Fi,14,31.7,2025-04-28 10:31:25,,True,tablet,56+,"[{""timestamp"": ""2025-03-26 10:31"", ""duration_min"": 65}, {""timestamp"": ""2025-04-08 10:31"", ""duration_min"": 67}, {""timestamp"": ""2025-02-27 10:31"", ""duration_min"": 38}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 74}, {""timestamp"": ""2025-03-10 10:31"", ""duration_min"": 22}]"
U32,The Matrix,Sci-Fi,9,20.4,2025-06-02 10:31:25,3.0,True,mobile,56+,"[{""timestamp"": ""2025-05-30 10:31"", ""duration_min"": 48}, {""timestamp"": ""2025-04-11 10:31"", ""duration_min"": 132}, {""timestamp"": ""2025-05-26 10:31"", ""duration_min"": 133}]"
U33,The Dark Knight,Action,16,40.5,2025-04-28 10:31:25,4.0,False,tablet,26-35,"[{""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 111}, {""timestamp"": ""2025-04-10 10:31"", ""duration_min"": 128}, {""timestamp"": ""2025-04-19 10:31"", ""duration_min"": 67}]"
U34,Interstellar,Sci-Fi,20,56.3,2025-06-18 10:31:25,4.0,False,mobile,46-55,"[{""timestamp"": ""2025-05-07 10:31"", ""duration_min"": 130}, {""timestamp"": ""2025-05-29 10:31"", ""duration_min"": 64}, {""timestamp"": ""2025-05-02 10:31"", ""duration_min"": 69}]"
U35,The Dark Knight,Action,1,2.5,2025-04-23 10:31:25,4.0,False,laptop,56+,"[{""timestamp"": ""2025-03-30 10:31"", ""duration_min"": 143}]"
U36,Interstellar,Sci-Fi,10,28.2,2025-03-27 10:31:25,1.0,False,mobile,26-35,"[{""timestamp"": ""2025-02-03 10:31"", ""duration_min"": 129}, {""timestamp"": ""2025-02-06 10:31"", ""duration_min"": 121}, {""timestamp"": ""2025-02-24 10:31"", ""duration_min"": 114}, {""timestamp"": ""2025-03-10 10:31"", ""duration_min"": 69}]"
U37,Forrest Gump,Drama,3,7.1,2025-04-05 10:31:25,3.0,False,gaming-console,36-45,"[{""timestamp"": ""2025-03-29 10:31"", ""duration_min"": 39}, {""timestamp"": ""2025-02-12 10:31"", ""duration_min"": 89}]"
U38,The Silence of the Lambs,Thriller,1,2.0,2025-03-27 10:31:25,4.0,False,gaming-console,36-45,"[{""timestamp"": ""2025-02-12 10:31"", ""duration_min"": 33}, {""timestamp"": ""2025-01-30 10:31"", ""duration_min"": 73}, {""timestamp"": ""2025-02-22 10:31"", ""duration_min"": 49}, {""timestamp"": ""2025-02-08 10:31"", ""duration_min"": 74}, {""timestamp"": ""2025-02-10 10:31"", ""duration_min"": 116}]"
U39,Se7en,Thriller,9,19.1,2025-05-12 10:31:25,4.0,True,smart-tv,18-25,"[{""timestamp"": ""2025-03-21 10:31"", ""duration_min"": 121}, {""timestamp"": ""2025-05-01 10:31"", ""duration_min"": 69}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 30}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 97}]"
U40,The Shawshank Redemption,Drama,5,11.8,2025-05-19 10:31:25,3.0,False,smart-tv,56+,"[{""timestamp"": ""2025-05-10 10:31"", ""duration_min"": 40}, {""timestamp"": ""2025-03-24 10:31"", ""duration_min"": 132}]"
U41,Se7en,Thriller,19,40.2,2025-04-26 10:31:25,5.0,False,laptop,56+,"[{""timestamp"": ""2025-03-12 10:31"", ""duration_min"": 106}, {""timestamp"": ""2025-04-06 10:31"", ""duration_min"": 24}, {""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 22}, {""timestamp"": ""2025-03-08 10:31"", ""duration_min"": 114}, {""timestamp"": ""2025-03-20 10:31"", ""duration_min"": 107}]"
U42,The Matrix,Sci-Fi,15,34.0,2025-06-09 10:31:25,2.0,True,gaming-console,56+,"[{""timestamp"": ""2025-05-14 10:31"", ""duration_min"": 58}, {""timestamp"": ""2025-05-01 10:31"", ""duration_min"": 76}]"
U43,Mad Max: Fury Road,Action,2,4.0,2025-05-08 10:31:25,5.0,True,smart-tv,56+,"[{""timestamp"": ""2025-05-01 10:31"", ""duration_min"": 59}]"
U44,Interstellar,Sci-Fi,12,33.8,2025-05-26 10:31:25,5.0,False,smart-tv,18-25,"[{""timestamp"": ""2025-04-14 10:31"", ""duration_min"": 86}, {""timestamp"": ""2025-05-25 10:31"", ""duration_min"": 137}, {""timestamp"": ""2025-04-12 10:31"", ""duration_min"": 66}]"
U45,Se7en,Thriller,10,21.2,2025-05-14 10:31:25,,False,laptop,46-55,"[{""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 86}, {""timestamp"": ""2025-04-25 10:31"", ""duration_min"": 64}, {""timestamp"": ""2025-03-20 10:31"", ""duration_min"": 94}, {""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 27}]"
U46,Interstellar,Sci-Fi,20,56.3,2025-05-01 10:31:25,1.0,False,smart-tv,56+,"[{""timestamp"": ""2025-04-23 10:31"", ""duration_min"": 143}, {""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 84}, {""timestamp"": ""2025-04-25 10:31"", ""duration_min"": 70}, {""timestamp"": ""2025-03-02 10:31"", ""duration_min"": 35}]"
U47,The Godfather,Crime,14,40.8,2025-05-30 10:31:25,3.0,True,laptop,56+,"[{""timestamp"": ""2025-03-31 10:31"", ""duration_min"": 154}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 28}, {""timestamp"": ""2025-05-20 10:31"", ""duration_min"": 95}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 167}]"
U48,The Shawshank Redemption,Drama,6,14.2,2025-06-05 10:31:25,2.0,False,laptop,46-55,"[{""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 105}, {""timestamp"": ""2025-05-19 10:31"", ""duration_min"": 62}, {""timestamp"": ""2025-04-15 10:31"", ""duration_min"": 96}, {""timestamp"": ""2025-04-25 10:31"", ""duration_min"": 55}, {""timestamp"": ""2025-05-27 10:31"", ""duration_min"": 58}]"
U49,The Matrix,Sci-Fi,1,2.3,2025-05-16 10:31:25,5.0,False,gaming-console,46-55,"[{""timestamp"": ""2025-04-21 10:31"", ""duration_min"": 56}]"
U50,Mad Max: Fury Road,Action,8,16.0,2025-04-02 10:31:25,,False,tablet,56+,"[{""timestamp"": ""2025-03-08 10:31"", ""duration_min"": 24}, {""timestamp"": ""2025-02-13 10:31"", ""duration_min"": 56}, {""timestamp"": ""2025-03-26 10:31"", ""duration_min"": 114}]"
U51,Forrest Gump,Drama,1,2.4,2025-04-07 10:31:25,,False,mobile,56+,"[{""timestamp"": ""2025-03-22 10:31"", ""duration_min"": 133}, {""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 111}, {""timestamp"": ""2025-02-07 10:31"", ""duration_min"": 26}, {""timestamp"": ""2025-03-30 10:31"", ""duration_min"": 59}, {""timestamp"": ""2025-04-05 10:31"", ""duration_min"": 21}]"
U52,Inception,Sci-Fi,17,41.9,2025-04-23 10:31:25,5.0,False,mobile,46-55,"[{""timestamp"": ""2025-04-10 10:31"", ""duration_min"": 88}, {""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 101}, {""timestamp"": ""2025-04-20 10:31"", ""duration_min"": 143}]"
U53,The Godfather,Crime,11,32.1,2025-05-11 10:31:25,3.0,False,gaming-console,18-25,"[{""timestamp"": ""2025-03-30 10:31"", ""duration_min"": 70}, {""timestamp"": ""2025-04-03 10:31"", ""duration_min"": 160}]"
U54,The Matrix,Sci-Fi,12,27.2,2025-05-21 10:31:25,5.0,False,mobile,18-25,"[{""timestamp"": ""2025-04-20 10:31"", ""duration_min"": 96}, {""timestamp"": ""2025-04-02 10:31"", ""duration_min"": 32}, {""timestamp"": ""2025-05-16 10:31"", ""duration_min"": 133}]"
U55,The Silence of the Lambs,Thriller,13,25.6,2025-04-25 10:31:25,,False,laptop,18-25,"[{""timestamp"": ""2025-04-13 10:31"", ""duration_min"": 61}, {""timestamp"": ""2025-02-28 10:31"", ""duration_min"": 109}, {""timestamp"": ""2025-03-26 10:31"", ""duration_min"": 26}, {""timestamp"": ""2025-03-15 10:31"", ""duration_min"": 43}, {""timestamp"": ""2025-04-08 10:31"", ""duration_min"": 70}]"
U56,The Dark Knight,Action,14,35.5,2025-06-20 10:31:25,4.0,False,laptop,46-55,"[{""timestamp"": ""2025-04-29 10:31"", ""duration_min"": 82}, {""timestamp"": ""2025-05-22 10:31"", ""duration_min"": 135}, {""timestamp"": ""2025-05-11 10:31"", ""duration_min"": 49}, {""timestamp"": ""2025-05-09 10:31"", ""duration_min"": 94}]"
U57,The Godfather,Crime,13,37.9,2025-06-14 10:31:25,3.0,False,mobile,18-25,"[{""timestamp"": ""2025-05-11 10:31"", ""duration_min"": 64}, {""timestamp"": ""2025-06-08 10:31"", ""duration_min"": 147}]"
U58,The Shawshank Redemption,Drama,18,42.6,2025-03-30 10:31:25,3.0,True,tablet,26-35,"[{""timestamp"": ""2025-02-27 10:31"", ""duration_min"": 132}, {""timestamp"": ""2025-02-16 10:31"", ""duration_min"": 62}, {""timestamp"": ""2025-03-03 10:31"", ""duration_min"": 91}]"
U59,Interstellar,Sci-Fi,2,5.6,2025-04-08 10:31:25,1.0,True,laptop,56+,"[{""timestamp"": ""2025-03-21 10:31"", ""duration_min"": 30}, {""timestamp"": ""2025-04-05 10:31"", ""duration_min"": 44}]"
U60,The Shawshank Redemption,Drama,1,2.4,2025-04-11 10:31:25,3.0,False,tablet,36-45,"[{""timestamp"": ""2025-04-06 10:31"", ""duration_min"": 65}, {""timestamp"": ""2025-03-25 10:31"", ""duration_min"": 57}, {""timestamp"": ""2025-04-02 10:31"", ""duration_min"": 90}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 64}, {""timestamp"": ""2025-03-02 10:31"", ""duration_min"": 127}]"
U61,The Matrix,Sci-Fi,11,24.9,2025-05-24 10:31:25,4.0,True,mobile,18-25,"[{""timestamp"": ""2025-04-26 10:31"", ""duration_min"": 80}, {""timestamp"": ""2025-03-31 10:31"", ""duration_min"": 116}, {""timestamp"": ""2025-04-13 10:31"", ""duration_min"": 20}, {""timestamp"": ""2025-04-02 10:31"", ""duration_min"": 64}, {""timestamp"": ""2025-05-18 10:31"", ""duration_min"": 122}]"
U62,Se7en,Thriller,18,38.1,2025-03-23 10:31:25,2.0,False,laptop,56+,"[{""timestamp"": ""2025-02-20 10:31"", ""duration_min"": 123}, {""timestamp"": ""2025-02-05 10:31"", ""duration_min"": 64}, {""timestamp"": ""2025-02-03 10:31"", ""duration_min"": 104}, {""timestamp"": ""2025-02-05 10:31"", ""duration_min"": 86}]"
U63,The Silence of the Lambs,Thriller,10,19.7,2025-04-11 10:31:25,2.0,True,laptop,18-25,"[{""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 45}, {""timestamp"": ""2025-03-29 10:31"", ""duration_min"": 105}]"
U64,The Shawshank Redemption,Drama,19,45.0,2025-04-28 10:31:25,1.0,True,smart-tv,26-35,"[{""timestamp"": ""2025-04-17 10:31"", ""duration_min"": 41}, {""timestamp"": ""2025-04-22 10:31"", ""duration_min"": 58}, {""timestamp"": ""2025-03-22 10:31"", ""duration_min"": 128}]"
U65,The Silence of the Lambs,Thriller,7,13.8,2025-04-26 10:31:25,4.0,True,smart-tv,18-25,"[{""timestamp"": ""2025-03-12 10:31"", ""duration_min"": 93}, {""timestamp"": ""2025-03-06 10:31"", ""duration_min"": 67}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 41}, {""timestamp"": ""2025-03-06 10:31"", ""duration_min"": 34}, {""timestamp"": ""2025-04-24 10:31"", ""duration_min"": 39}]"
U66,Se7en,Thriller,11,23.3,2025-06-02 10:31:25,5.0,False,gaming-console,36-45,"[{""timestamp"": ""2025-05-31 10:31"", ""duration_min"": 123}, {""timestamp"": ""2025-05-10 10:31"", ""duration_min"": 114}, {""timestamp"": ""2025-04-07 10:31"", ""duration_min"": 113}, {""timestamp"": ""2025-05-05 10:31"", ""duration_min"": 77}, {""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 81}]"
U67,The Silence of the Lambs,Thriller,20,39.3,2025-04-16 10:31:25,5.0,True,tablet,18-25,"[{""timestamp"": ""2025-02-16 10:31"", ""duration_min"": 62}]"
U68,The Godfather,Crime,16,46.7,2025-04-21 10:31:25,3.0,False,mobile,18-25,"[{""timestamp"": ""2025-02-26 10:31"", ""duration_min"": 81}]"
U69,The Matrix,Sci-Fi,19,43.1,2025-05-10 10:31:25,2.0,False,gaming-console,36-45,"[{""timestamp"": ""2025-05-08 10:31"", ""duration_min"": 131}, {""timestamp"": ""2025-03-24 10:31"", ""duration_min"": 64}]"
U70,The Matrix,Sci-Fi,8,18.1,2025-06-20 10:31:25,4.0,False,tablet,56+,"[{""timestamp"": ""2025-05-03 10:31"", ""duration_min"": 62}, {""timestamp"": ""2025-05-24 10:31"", ""duration_min"": 42}, {""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 61}, {""timestamp"": ""2025-04-23 10:31"", ""duration_min"": 100}]"
U71,Forrest Gump,Drama,15,35.5,2025-05-05 10:31:25,1.0,False,tablet,36-45,"[{""timestamp"": ""2025-04-05 10:31"", ""duration_min"": 40}]"
U72,Inception,Sci-Fi,18,44.4,2025-04-10 10:31:25,5.0,True,gaming-console,56+,"[{""timestamp"": ""2025-02-11 10:31"", ""duration_min"": 54}]"
U73,Forrest Gump,Drama,4,9.5,2025-03-27 10:31:25,2.0,False,smart-tv,46-55,"[{""timestamp"": ""2025-03-09 10:31"", ""duration_min"": 105}, {""timestamp"": ""2025-03-12 10:31"", ""duration_min"": 82}, {""timestamp"": ""2025-02-24 10:31"", ""duration_min"": 69}]"
U74,Interstellar,Sci-Fi,8,22.5,2025-06-10 10:31:25,2.0,False,gaming-console,18-25,"[{""timestamp"": ""2025-04-29 10:31"", ""duration_min"": 51}, {""timestamp"": ""2025-05-12 10:31"", ""duration_min"": 124}, {""timestamp"": ""2025-05-12 10:31"", ""duration_min"": 118}, {""timestamp"": ""2025-05-15 10:31"", ""duration_min"": 105}, {""timestamp"": ""2025-05-22 10:31"", ""duration_min"": 69}]"
U75,The Shawshank Redemption,Drama,16,37.9,2025-06-01 10:31:25,2.0,True,tablet,36-45,"[{""timestamp"": ""2025-05-19 10:31"", ""duration_min"": 64}, {""timestamp"": ""2025-04-07 10:31"", ""duration_min"": 55}, {""timestamp"": ""2025-05-13 10:31"", ""duration_min"": 76}]"
U76,Forrest Gump,Drama,12,28.4,2025-06-17 10:31:25,3.0,False,laptop,18-25,"[{""timestamp"": ""2025-05-13 10:31"", ""duration_min"": 121}, {""timestamp"": ""2025-05-05 10:31"", ""duration_min"": 123}, {""timestamp"": ""2025-05-18 10:31"", ""duration_min"": 72}]"
U77,Se7en,Thriller,14,29.6,2025-04-12 10:31:25,2.0,False,laptop,46-55,"[{""timestamp"": ""2025-03-05 10:31"", ""duration_min"": 102}, {""timestamp"": ""2025-02-25 10:31"", ""duration_min"": 107}]"
U78,The Matrix,Sci-Fi,7,15.9,2025-04-03 10:31:25,5.0,True,gaming-console,56+,"[{""timestamp"": ""2025-02-23 10:31"", ""duration_min"": 125}]"
U79,Mad Max: Fury Road,Action,9,18.0,2025-05-25 10:31:25,1.0,False,tablet,26-35,"[{""timestamp"": ""2025-05-23 10:31"", ""duration_min"": 50}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 97}]"
U80,Mad Max: Fury Road,Action,6,12.0,2025-05-25 10:31:25,3.0,False,laptop,46-55,"[{""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 67}, {""timestamp"": ""2025-04-08 10:31"", ""duration_min"": 32}, {""timestamp"": ""2025-04-13 10:31"", ""duration_min"": 39}]"
U81,The Dark Knight,Action,7,17.7,2025-05-20 10:31:25,5.0,False,mobile,56+,"[{""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 70}, {""timestamp"": ""2025-05-07 10:31"", ""duration_min"": 142}, {""timestamp"": ""2025-05-06 10:31"", ""duration_min"": 22}]"
U82,Interstellar,Sci-Fi,8,22.5,2025-05-23 10:31:25,5.0,True,smart-tv,46-55,"[{""timestamp"": ""2025-03-28 10:31"", ""duration_min"": 40}]"
U83,Mad Max: Fury Road,Action,12,24.0,2025-04-01 10:31:25,2.0,True,laptop,56+,"[{""timestamp"": ""2025-02-04 10:31"", ""duration_min"": 93}, {""timestamp"": ""2025-02-19 10:31"", ""duration_min"": 118}]"
U84,Inception,Sci-Fi,11,27.1,2025-05-13 10:31:25,2.0,True,tablet,46-55,"[{""timestamp"": ""2025-04-15 10:31"", ""duration_min"": 113}]"
U85,Forrest Gump,Drama,1,2.4,2025-04-17 10:31:25,5.0,False,smart-tv,18-25,"[{""timestamp"": ""2025-02-23 10:31"", ""duration_min"": 63}, {""timestamp"": ""2025-03-13 10:31"", ""duration_min"": 25}, {""timestamp"": ""2025-03-23 10:31"", ""duration_min"": 137}]"
U86,The Dark Knight,Action,19,48.1,2025-04-01 10:31:25,5.0,False,tablet,46-55,"[{""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 90}, {""timestamp"": ""2025-02-11 10:31"", ""duration_min"": 42}, {""timestamp"": ""2025-03-14 10:31"", ""duration_min"": 100}, {""timestamp"": ""2025-03-14 10:31"", ""duration_min"": 26}]"
U87,Inception,Sci-Fi,6,14.8,2025-04-13 10:31:25,,False,gaming-console,46-55,"[{""timestamp"": ""2025-02-17 10:31"", ""duration_min"": 85}, {""timestamp"": ""2025-03-23 10:31"", ""duration_min"": 59}, {""timestamp"": ""2025-03-25 10:31"", ""duration_min"": 77}, {""timestamp"": ""2025-03-28 10:31"", ""duration_min"": 90}]"
U88,Interstellar,Sci-Fi,12,33.8,2025-05-08 10:31:25,4.0,False,gaming-console,56+,"[{""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 39}, {""timestamp"": ""2025-03-26 10:31"", ""duration_min"": 162}]"
U89,Se7en,Thriller,3,6.3,2025-05-15 10:31:25,5.0,True,gaming-console,26-35,"[{""timestamp"": ""2025-04-12 10:31"", ""duration_min"": 110}, {""timestamp"": ""2025-03-23 10:31"", ""duration_min"": 71}, {""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 112}]"
